,User,Date Created,Number of Likes,Source of Tweet,Tweet
3893,SummerOkibe,2023-01-31 00:10:37+00:00,1,Twitter for iPhone,@powerfulbadeeu No. Amazon Prime
3894,liishaMAC,2023-01-31 00:10:31+00:00,20,Twitter Web App,yall know Grubhub got free delivery if you have Amazon Prime?
3895,GenWhatNet,2023-01-31 00:10:19+00:00,0,Twitter Web App,Lord of The Rings: Rings Of Power Is Off To A Good Start https://t.co/wGGEP4cTon Thoughts on what I thought was an enjoyable first season to the #LoTR  @LOTRonPrime series. People who dismiss it without watching are missing out #amazonprime #Tolkien #MiddleEarth #Fantasy
3896,lthn___,2023-01-31 00:09:32+00:00,1,Twitter for iPhone,les séries amazon prime MANGENT les séries netflix
3897,promobyte_,2023-01-31 00:08:06+00:00,0,Twitter Web App,"[Amazon] Kit 10 Meias Sapatilha Algodão, Mash, Masculino

🚀 Compre aqui👇
🛒 https://t.co/FK1fkBDxxx

🔥 R$48,90 à vista 

📦 Frete Grátis Prime https://t.co/niGd2R3TyP"
3898,qyeIVxR5UOWhaJY,2023-01-31 00:08:03+00:00,1,Twitter for Android,"@GN0Y1Frt1K1kiTu なるほど最近泣いてないですね。
amazonprime探ってみます!"
3899,MonIllybebe,2023-01-31 00:06:50+00:00,1,Twitter for Android,"I paid for domestic today and it showed up in my door, faster than Amazon prime 🤣 lol jokes aside Thanks @amberloveshownu for your help. It's super cute. https://t.co/vuPq21cIoW"
3900,telaviva,2023-01-31 00:06:37+00:00,1,dlvr.it,"TELAVIVA&gt;&gt;Prime Video divulga as participantes de ""Caravana das Drags"", novo reality nacional Original Amazon https://t.co/HH7u4SGT3D #telaviva https://t.co/mph6ZIMmTc"
3901,hibikihajimecom,2023-01-31 00:06:27+00:00,7,Twitter Web App,『RAKUEN/MALDIVES』は一時期Amazon Primeにあり2019年にBSTBSで放送もあったようです🌴気づいたときには遅し....その放送回終わったばかり....皆さんもよかったら気にとめてチェックしてみてください🙏🙏いつか観たい映像です🙌
3902,ronniesidneyii,2023-01-31 00:05:52+00:00,1,Twitter for iPhone,"The Perfection (Netflix) and Where’s Rose (Amazon Prime) need rape and trauma trigger warnings. As a therapist, I would not recommend The Perfection to survivors of rape because it is triggering and essentially trauma porn."
3903,_thedannyshow,2023-01-31 00:05:47+00:00,0,Twitter for Android,@beyincel deus me livre so assino prime video por causa do frete grátis da amazon e alguns jogos da copa do brasil
3904,taeforgukie,2023-01-31 00:05:15+00:00,0,Twitter for Android,"quão burguês você é?

Spotify Premium: ✅
Netflix: ✅
Globoplay: ❌
Amazon prime: ✅
Viaja todo ano: ✅
Famosinho: ❌
Plano de saúde: ✅
TV só sua: ❌
Cartão de crédito só seu: ❌
Filho único: ❌
Sustentado pelos pais: ✅ 
iPhone: ❌
Escola/Facul Particular: ✅"
3905,___everlong___,2023-01-31 00:05:00+00:00,1,Twitter for iPhone,@TheDailySaporta also the movie is on amazon prime if you have it !!
3906,mellym83,2023-01-31 00:04:33+00:00,0,Twitter Web App,"@TheNoLookPass I really am debating if it's worth it. Most items I can wait on the shipping....I don't use Amazon music, but I do watch Prime on TV."
3907,promo_livro_16,2023-01-31 00:03:40+00:00,3,Twitter Web App,"🟣OFERTA AMAZON🟣

📖Super Fake Love Song
💰Preço: R$ 21,45
🔗https://t.co/gUYX6gS00F

📖Heartstopper Volume 1
💰Preço: R$ 17,17
🔗https://t.co/NDyqlTjik7

💜KINDLE UNLIMITED teste 1 mês: https://t.co/yNedQ4nIj0
💜AMAZON PRIME teste 1 mês: https://t.co/EZTH8Zof3K https://t.co/CkgWGjVKT6"
3908,JK6MYwhPJeDSJqI,2023-01-31 00:03:17+00:00,0,ウェブ情報システム,"TCL 32型 フルハイビジョン スマートテレビ(Android TV) 32S5200A Amazon Prime Video対応 外付けHDDで裏番組録画対応 2021年モデル 黒 618

人気商品です
https://t.co/ZPYF5a5QsX"
3909,babycatcalla,2023-01-31 00:02:44+00:00,0,Twitter for iPad,"@MadScientistFF The menu select on Amazon prime ,it’s gotten more expensive I can’t figure it out any longer"
3910,LillianMBillin1,2023-01-31 00:01:55+00:00,0,Twitter Web App,"The Best Films Streaming In February—Netflix, Amazon Prime, Hulu And HBO Max—According To Critics https://t.co/nZxhEiGlEU"
3911,suits_s2,2023-01-31 00:01:22+00:00,0,twittbot.net,米ドラマSUITSを英語学習に利用している人のために[SUITSシーズン2]のフレーズをつぶやきます。TLから英語フレーズの理解度をお試しください！Amazon Prime Videoはこちら→ https://t.co/BH58RsEDfa
3912,gamekana,2023-01-31 00:01:21+00:00,0,livedoor Blog,"「2ヶ月198円！Music Unlimited ＆prime video アニメタイムズ 2/15」「１１０円～ 姫のためなら死ねる 2/8」「１００円 ダンまち10周年 2/3」【Amazon】
https://t.co/LkzyfisvS5"
3913,ridge305,2023-01-31 00:01:09+00:00,0,Twitter for Android,@KrackinasssKeyy Megan. Amazon prime
3914,josep093573821,2023-01-31 00:01:00+00:00,1,Twitter for Android,@yadier_ortiz Hunters de Amazon prime te recomiendo
3915,DealsUnlimited8,2023-01-31 00:00:51+00:00,0,DealsUnlimitedUSA,"Ninja DZ090 Foodi 6 Quart 5-in-1 DualZone 2-Basket Air Fryer with 2 Independent Frying Baskets, Match Cook &amp; Smart Finish to Roast, Bake, De...

💥 Now: $ 129.99
📉 Average: $ 171.31

📦 #AmazonPrime

👉 🔗https://t.co/QDrgfB7q2f 👈 
#ad https://t.co/u2DJlpZCV4"
3916,MarcusA61045543,2023-01-31 00:00:45+00:00,1,Twitter for Android,@francyhope @portalstarplus Cold Case irá pro Amazon Prime Vídeo em breve.
3917,mellym83,2023-01-31 00:00:43+00:00,0,Twitter Web App,When did Amazon Prime go up to $150?! I just saw my annual charge and maybe I just don't remember that this happened years ago.
3918,paguemeuipva,2023-01-31 00:00:41+00:00,0,Twitter for iPhone,"@rashzford do meu time boa parte assisto no piratão msm kkkkkkkkkk n tem muito delay ent é de boa, as vezes vejo pelo amazon prime ou pelo star+ quando tem jogo"
3919,ABC7NY,2023-01-31 00:00:35+00:00,1,True Anthem,Amazon axes free grocery delivery on Prime orders under $150 https://t.co/yshKSnIgjy https://t.co/JYzZIhuf0H
3920,Williamm49,2023-01-31 00:00:35+00:00,0,Twitter Web App,"Sign up to Amazon Prime for unlimited free delivery. Low prices at Amazon on digital cameras, MP3, sports, books, music, DVDs, video games, home &amp; garden and much more. https://t.co/1Bf65CUa5d via @amazon"
3921,PopverseSays,2023-01-31 00:00:30+00:00,0,Twitter Web App,"Have a list of all the current and upcoming superhero TV shows, from Marvel and DC to Netflix, Amazon Prime Video, and more. Live-action? Yes. Animated? Yes. Anime? That too. Click for more: https://t.co/xb5lmfm9aQ"
3922,PL_JanuszCebula,2023-01-31 00:00:25+00:00,0,Buffer,"#Amazon | Rakietka Tenis Stołowy Joola Team School 52000
https://t.co/LCigmZQkNF
💰 25,6 zł

#JanuszCebula #TanioNaAli #AmazonPL #Reklama #AmazonPrime w Polsce https://t.co/HqzIH2Z0js  #NowyRok #NowyRok2023 #Prezenty
Sprawdź ceny na #Ceneo https://t.co/GdLyCk7gCf https://t.co/yNVt9GL7gf"
3923,TheDukeOfDeals,2023-01-31 00:00:25+00:00,0,PS5RESTOCK2022,"RUN QUICK!!!

Free Amazon Prime trial for 30 days!!!

https://t.co/yzYA26nbHM https://t.co/VNdI31V2Ar"
3924,MrOnlineDealz,2023-01-31 00:00:21+00:00,0,LETSGOTWITTER!,"RUN QUICK!!!

Free Amazon Prime trial for 30 days!!!

https://t.co/bXV9laY9uj https://t.co/M8uaPMPPhE"
3925,Nvebvbyy,2023-01-31 00:00:11+00:00,0,Twitter for iPhone,Yall do know bmf come out on fridays now right ?! I be on Amazon prime at 12am sharp
3926,amt_descontos,2023-01-31 00:00:08+00:00,0,IFTTT,"✨ CUPOM DE DESCONTO AMAZON! ✨

https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1

Pegue aqui os melhores cupons de descontos para economizar muito na Amazon!

#Oferta #Cupom #Cupons #Desconto #CupomDeDesconto #Promoção #AmazonPrime #Amazon
 January 30, 2… https://t.co/T06vaEyGEg"
3927,trendencias,2023-01-31 00:00:03+00:00,0,TweetPublishedPost,'Una boda explosiva': Jennifer López y Josh Duhamel intentan insuflar carisma a una película de Amazon Prime Video que no puede evitar caer en un mar de lugares comunes https://t.co/tt9BDtWibe
3928,pluggrr,2023-01-31 00:00:03+00:00,0,Pluggrr,"RUN QUICK!!!

Free Amazon Prime trial for 30 days!!!

https://t.co/lKnOAtdWAQ https://t.co/DTr2kIc4ip"
3929,lahgoona,2023-01-31 00:00:01+00:00,0,Twitter Web App,time to cancel my free amazon prime trial hehehe
3930,burcuozberkbr,2023-01-30 23:59:45+00:00,42,Twitter for Android,"🎥| “A coletiva de imprensa do filme #RüyandaGörürsün, compartilhado pela plataforma digital Amazon Prime Vídeo no dia 3 de fevereiro, com #BurcuÖzberk e #MuratBoz”
@/gazetevip • IG Story https://t.co/WODlss4ywe"
3931,kakicchysmusic6,2023-01-30 23:59:35+00:00,0,twittbot.net,https://t.co/MaMFRaEuwW: In the Evening: kakicchysmusic: MP3 Downloads https://t.co/OorsutJZSa #Amazon #Prime
3932,ZhaphyreTtv,2023-01-30 23:58:36+00:00,4,Elgato Stream Deck,"Trying to hit 10 subs and do a give away! Wanna help? Amazon prime gives 1 free sub a month!
https://t.co/HNGbbEhiUK"
3933,betsy_chay,2023-01-30 23:58:15+00:00,0,Twitter Web App,Bellaa Wind Chimes Gifts for Mom Sympathy Memorial Loss of a Loved One Prime ... https://t.co/P8TPBgmsZK via @amazon
3934,BizMarketplace,2023-01-30 23:58:01+00:00,0,SocialBee,".
#FREE via #KindleUnlimited #eBook
Avail in #Prime #Paperback

Undertakers Inc. The Necromancer's Love by  JC Compton https://t.co/5cNy2lovNB

""The marvelous way with which the entire story is binded together, even amidst so many characters, ... but well done."" - Amazon Review https://t.co/mwqZJuZVeK"
3935,Rodiguess1,2023-01-30 23:57:23+00:00,1,Twitter for Android,@PoipoleBoi Amazon prime or crunchyroll
3936,PLParker,2023-01-30 23:57:03+00:00,1,Triberr,Amazon Launches RxPass: a $5 Generic Prescription Drug Subscription Program for Prime Members #Amazon #Health https://t.co/ARrBqMMvW8 via @wonderoftech https://t.co/CD1mrWGfnU
3937,nazuna727_art,2023-01-30 23:56:40+00:00,26,Twitter for iPhone,"【入院中の暇つぶしにしてること】

・voicy
・TikTok
・Twitter
・Discord
・YouTube
・Instagram
・ネットサーフィン
・Amazon primeリーディング

現代はスマホ1つあれば、お金を掛けずに過ごせると実感しました✊"
3938,rbkk87,2023-01-30 23:55:16+00:00,0,Twitter for Android,"@AmazonHelp Esto es una broma no?? Lo compro en preventa, como siempre al ser en Canarias no hacen el envío hasta 5 días después del lanzamiento (cosa q me sigue pareciendo una vergüenza) y ahora al comprobarlo pone esto???😡🤬 #AmazonPrime #AmazonEnvios #Vergonzozo https://t.co/32ilv0TR4n"
3939,bernardchrysta1,2023-01-30 23:54:45+00:00,1,Twitter for iPhone,Amazon prime @PrimeVideo please step up your movie selection on prime.
3940,nanamin737,2023-01-30 23:54:23+00:00,1,Twitter for iPhone,"アメブロを投稿しました。
『ネット注文での詐欺被害に注意！』
#アメブロ #AMAZONPRIME
 https://t.co/jHkS8fW3ud"
3941,arcbeatle,2023-01-30 23:53:30+00:00,1,Twitter Web App,"My mom keeps asking me to find her a documentary to watch about Early Britain, like post-Roman Britain era. I'm having trouble finding anything. Anyone have any recommendations? She has PBS Passport, Netflix, and Amazon Prime if that helps. #History"
3942,peixenauto,2023-01-30 23:53:27+00:00,0,Twitter for iPhone,@Kefera Upload da Amazon prime é gostosinho de assistir
3943,DjenabouMk,2023-01-30 23:53:26+00:00,3,Twitter for iPhone,I finally invested in a towel warmer and it’s not set to ship until February 25th on PRIME. Amazon what is this behavior??
3944,DrikaRiLi,2023-01-30 23:52:55+00:00,1,Twitter for iPhone,"Juro se o Prime valesse pra Amazon US eu comprava hoje mesmo, mas com esse frete e essa taxa é sem condições"
3945,sydneysweenyfan,2023-01-30 23:52:39+00:00,1,Twitter Web App,"@wagmiro watch ""The Voyeurs"" on amazon prime video"
3946,ICDb_tv,2023-01-30 23:52:24+00:00,0,ICDB2022,Anna Kalinskaya vs Ekaterina Makarova is on Amazon Prime Video UK &amp; Ireland. With commentary from Anne-Marie Batson.  For more details see https://t.co/Cgafew0M3g #AnnaKalinskaya #EkaterinaMakarova #AmazonPrimeVideoUKIreland
3947,ICDb_tv,2023-01-30 23:51:57+00:00,0,ICDB2022,Valeria Savinykh vs Nao Hibino is on Amazon Prime Video UK &amp; Ireland. With commentary from Anne-Marie Batson.  For more details see https://t.co/rJYc2I7bmy #ValeriaSavinykh #NaoHibino #AmazonPrimeVideoUKIreland
3948,ICDb_tv,2023-01-30 23:51:28+00:00,0,ICDB2022,En-Shuo Liang vs Marta Kostyuk is on Amazon Prime Video UK &amp; Ireland. With commentary from @CandyReidHarrop.  For more details see https://t.co/lwwoPd3jhn #EnShuoLiang #MartaKostyuk #AmazonPrimeVideoUKIreland
3949,ICDb_tv,2023-01-30 23:51:03+00:00,0,ICDB2022,Gabriela Ruse vs Na-Lae Han is on Amazon Prime Video UK &amp; Ireland. With commentary from @CandyReidHarrop.  For more details see https://t.co/eRHwQjlPlC #GabrielaRuse #NaLaeHan #AmazonPrimeVideoUKIreland
3950,Cyrls_Corner,2023-01-30 23:50:41+00:00,2,Twitter for Android,"@BlakeWriting Always. 🖤 I find that I miss a lot of things in theaters because I couldn't hear what was said or I have misheard the dialogue. That's why I prefer waiting for the movies to come out on Netflix, or Amazon Prime"
3951,ICDb_tv,2023-01-30 23:50:37+00:00,0,ICDB2022,Alexandra Eala vs Tatjana Maria is on Amazon Prime Video UK &amp; Ireland. With commentary from @CandyReidHarrop.  For more details see https://t.co/Y6nCodMk9i #AlexandraEala #TatjanaMaria #AmazonPrimeVideoUKIreland
3952,ICDb_tv,2023-01-30 23:50:13+00:00,0,ICDB2022,Bianca Andreescu vs Harriet Dart is on Amazon Prime Video UK &amp; Ireland. With commentary from Pete Odgers.  For more details see https://t.co/1veeMWDn7k #BiancaAndreescu #HarrietDart #AmazonPrimeVideoUKIreland
3953,GlauciaMarcond1,2023-01-30 23:50:12+00:00,0,Twitter for Android,@flatlinres Filho da Mãe - Um Reencontro com Paulo Gustavo (Amazon Prime)
3954,ICDb_tv,2023-01-30 23:49:47+00:00,0,ICDB2022,Dayana Yastremska vs Moyuka Uchijima is on Amazon Prime Video UK &amp; Ireland. With commentary from Pete Odgers.  For more details see https://t.co/3WDf3ZDxpa #DayanaYastremska #MoyukaUchijima #AmazonPrimeVideoUKIreland
3955,promobyte_,2023-01-30 23:49:34+00:00,0,Twitter Web App,"[Amazon] Smart TV LED 50"" 4K HQ Conversor Digital Externo 3 HDMI 2 USB WI-FI Android 11 Design Slim

🚀 Compre aqui👇
🛒 https://t.co/5oU5Te7o8i

🔥 R$1.859,00 à vista 
💳 R$ 2.059,90 em até 10x

📦 Frete Grátis Prime https://t.co/lJ2b3IuvgA"
3956,GassFC,2023-01-30 23:49:28+00:00,0,Twitter for iPhone,@Laayth_ Surement Amazon prime va racheter
3957,MarineauMary,2023-01-30 23:49:26+00:00,0,Twitter for Android,"The US Sun: Amazon makes price change for Prime members and it won’t sit well with customers....
https://t.co/wPqXnMxMp7"
3958,dudocasccp,2023-01-30 23:49:03+00:00,1,Twitter for iPhone,que isso amazon prime https://t.co/99bZpHNLG1
3959,shawnumo,2023-01-30 23:49:02+00:00,0,Twitter for iPhone,@itsa90mingame @TeacherOfBall @philcaso Naa imagine we had the all or nothing crew following us all year😭 Amazon prime will shatter records
3960,ICDb_tv,2023-01-30 23:48:43+00:00,0,ICDB2022,Linda Fruhvirtova vs Bethanie Mattek-Sands is on Amazon Prime Video UK &amp; Ireland. With commentary from Elliot Richardson.  For more details see https://t.co/iIexs0Puxv #LindaFruhvirtova #BethanieMattekSands #AmazonPrimeVideoUKIreland
3961,mbpalau,2023-01-30 23:48:33+00:00,3,Twitter for Android,"@ANDROWsaw @A_CaicedoR @PajaritoDeIvan El argumento es válido. El contenido que vende Win+ es muy pobre. Compite con otras plataformas de streaming: Netflix, Disney+ y Star+, HBO Max, Amazon prime.  Oferta de entretenimiento de primera calidad. El torneo es mediocre y el canal peor."
3962,66VNGrunt67,2023-01-30 23:48:28+00:00,1,Twitter Web App,"@MstrKnowItAll @amazon New update - ordered a book on Sun 1/29 at 8:30 AM. It was delivered today (Mon 1/30 at 3:30 PM.)
No shipping $$ as I'm Prime. Quick Google - $16 book would be $4-$8 shipping fee elsewhere. $5 off my Prime membership and probably quicker delivery.
Been a customer since 1994"
3963,ICDb_tv,2023-01-30 23:48:02+00:00,1,ICDB2022,Heather Watson vs Yulia Putintseva is on Amazon Prime Video UK &amp; Ireland. With commentary from Elliot Richardson.  For more details see https://t.co/LT3LlIBBqS #HeatherWatson #YuliaPutintseva #AmazonPrimeVideoUKIreland
3964,ICDb_tv,2023-01-30 23:45:52+00:00,0,ICDB2022,Ana Bogdan vs Clara Burel is on Amazon Prime Video UK &amp; Ireland. With commentary from @OzChamberlain.  For more details see https://t.co/Ywmbgj0beS #AnaBogdan #ClaraBurel #AmazonPrimeVideoUKIreland
3965,Metropoles,2023-01-30 23:45:30+00:00,17,TweetDeck,"Amazon Prime Video: conheça o elenco do reality Caravana das Drags

No reality Caravana das Drags, da Amazon Prime Video, artistas de todo o Brasil vão competir pelo título de Drag Soberana

Leia: https://t.co/TM3dN0nDjL https://t.co/L8hMmrhtMm"
3966,ICDb_tv,2023-01-30 23:45:16+00:00,0,ICDB2022,Caroline Garcia vs Tereza Martincova is on Amazon Prime Video UK &amp; Ireland. With commentary from @OzChamberlain.  For more details see https://t.co/2KbT6bVHp7 #CarolineGarcia #TerezaMartincova #AmazonPrimeVideoUKIreland
3967,wiaqf,2023-01-30 23:45:12+00:00,0,Twitter for iPhone,wts lfb yōůtube i wăňt tfc dïșney+ amazóň primě  hbó gö vpn nørd năměcheăp windscrïbě premiům gcăsh skïllshare scrîbď míčrōsoft 365 grammăřly cänvą picsărț göld důolingo quizlęt măthway quillbōt bărtłeby cøursęhero paýpal php load iqiyî spøtifý viű ph zoōm prô crunchý rōll
3968,_sm0ol,2023-01-30 23:45:08+00:00,1,Twitter Web App,"@KukicAdo Even with Prime, and living literally 45 mins away from an Amazon warehouse, I can't get anything delivered sooner than 5 days out. I used to live in rural Wyoming and could get a delivery in 2 days there lol"
3969,falabmais,2023-01-30 23:45:06+00:00,0,Twitter Web App,"@adipoherpeto Mais ou menos... kkkkkk precisa fazer um rolezão com 
o amazonprime (n sei se funciona ainda)"
3970,Hawley_Jules,2023-01-30 23:44:50+00:00,2,Twitter for iPhone,"If it’s not weddings it’s cooking and singing shows! #Australia has no “content” it’s all reality crap! Thank goodness we have Netflix, Disney +, Amazon Prime… #Reality #trashtv https://t.co/hYWhY2HV00"
3971,Forexcoinnews,2023-01-30 23:44:49+00:00,0,FS Poster 3,"Amazon Prime Video: lançamentos da semana (7 a 13 de março)
https://t.co/r2BVSU5O5u"
3972,ICDb_tv,2023-01-30 23:44:48+00:00,0,ICDB2022,Madison Brengle vs Shuai Zhang is on Amazon Prime Video UK &amp; Ireland. With commentary from @MarkVcommentary.  For more details see https://t.co/wQfcdUU7yA #MadisonBrengle #ShuaiZhang #AmazonPrimeVideoUKIreland
3973,ahoradescontos,2023-01-30 23:44:28+00:00,0,Twitter Web App,"▶️ Controle P/ Nsw Powera 1511370-01 com fio, - Nintendo Switch, Black Matte
❗ [Loja: Amazon]

💰 Por R$131,00 Em até 2x sem juros + FRETE grátis Prime
🔗 Acesse: https://t.co/1fkrKJzXm0 https://t.co/PcYPmRa6V0"
3974,ICDb_tv,2023-01-30 23:44:23+00:00,0,ICDB2022,Danka Kovinic vs Viktorija Golubic is on Amazon Prime Video UK &amp; Ireland. With commentary from @MarkVcommentary.  For more details see https://t.co/FW9vbaSaAt #DankaKovinic #ViktorijaGolubic #AmazonPrimeVideoUKIreland
3975,ICDb_tv,2023-01-30 23:43:57+00:00,0,ICDB2022,Erika Andreeva vs Anna Blinkova is on Amazon Prime Video UK &amp; Ireland. With commentary from @MarkVcommentary.  For more details see https://t.co/MTGEoHKez7 #ErikaAndreeva #AnnaBlinkova #AmazonPrimeVideoUKIreland
3976,CuponeandoPRnet,2023-01-30 23:43:20+00:00,0,Make (formerly Integromat),DIY para San Valentín a solo $8 con el código 50TXW1MJ en Amazon Prime:👉🏼   https://t.co/v7mPI7IOVi (Reg.$16) ¡Tiene 50% ahorro! 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.013123) https://t.co/084NiApko5
3977,murraymaker,2023-01-30 23:41:49+00:00,0,Twitter Web App,@martinlieberman @jwherrman Amazon is definitely shooting itself in the foot. Raising free shipping on Fresh from $35 to $150 (even for Prime members) will hurt itself and poorer people. Plus getting rid of Amazon Smile charity donations will hurt charities badly.
3978,Falco_Malco,2023-01-30 23:41:32+00:00,1,Twitter for Android,"@tagesthemen @FritzUSA Während ich bei diesem Beitrag in die informative Leere meines Displays starre, frage ich mich, wieso Amazon Prime, Netflix &amp; Co nicht auch schon längst ihren Stream öffentlich machen und eine Zwangsgebühr einfordern. Rechtlich gesehen scheint in diesem Land ja fast alles machbar"
3979,promobyte_,2023-01-30 23:40:39+00:00,0,Twitter Web App,"[Amazon] Tiny Tinas’s Worderlands - Padrão - Xbox One

🚀 Compre aqui👇
🛒 https://t.co/3gNNKvvGq5

🔥 R$99,99 à vista 

📦 Frete Grátis Prime https://t.co/3tGqLYjSpn"
3980,ShelleyElwood,2023-01-30 23:40:32+00:00,1,TweetDeck,"@TVMoJoe @televisionaryZW I did this recently, if you got to Amazon in a browser, go to Prime Video and channels and the Settings in there and THEN select Channels under Accounts &amp; Settings and you should be able to cancel (they love to make things impossible)"
3981,davieswarren17,2023-01-30 23:40:07+00:00,1,Twitter for iPhone,amazon prime &gt;&gt; netflix
3982,ahoradescontos,2023-01-30 23:39:58+00:00,0,Twitter Web App,"▶️ Tiny Tinas’s Worderlands - Xbox One
❗ [Loja: Amazon]

💰 Por R$ 99,99 à vista + FRETE grátis Prime
🔗 Acesse: https://t.co/9BxMeMoV9l https://t.co/lUllR4I1aX"
3983,DescontoGamer,2023-01-30 23:36:36+00:00,1,TweetDeck,"Tiny Tinas’s Worderlands - Xbox - Amazon

-&gt;https://t.co/dZhljQhPC6

R$99,99 à vista

Frete Prime Grátis

-
Grupos de Ofertas Desconto Gamer
-&gt;https://t.co/VejGCNgW9J https://t.co/HrXhuqesuG"
3984,tweets_worthy,2023-01-30 23:36:07+00:00,0,"Social Post Magic, GoJeo Pty Ltd",Valentine's Day shopping on Amazon? Use this ► https://t.co/q5R6saOGo3 #FoundItOnAmazon #Prime #Deals https://t.co/SEehVMuxnL
3985,DescontoemGames,2023-01-30 23:35:26+00:00,0,Twitter Web App,"Tiny Tinas’s Worderlands - Padrão - Xbox One (Amazon)

👉 https://t.co/Ra6L8bUwDz

R$ 99,99 à vista
Frete Grátis Prime https://t.co/6LCobZCEcc"
3986,beauxarlen,2023-01-30 23:34:55+00:00,1394,Twitter for iPhone,it feels like forever ago that jensen’s ass broke amazon prime https://t.co/Pt1e5XbjeO
3987,E1even_xi,2023-01-30 23:34:28+00:00,0,Twitter for iPhone,@frankie_funke 🫶 Heart hug coming in hot! It’s on Amazon prime!
3988,hagaxinha,2023-01-30 23:34:05+00:00,2,Twitter for iPhone,amazon prime vc é a melhor do mundo
3989,microbiito_,2023-01-30 23:33:39+00:00,2,Twitter for iPhone,Saquen sus series o pelis favoritas de Amazon prime please 🙏🏻
3990,JogoBaratoTT,2023-01-30 23:33:04+00:00,1,Twitter Web App,"[Amazon] Tiny Tina's Wonderlands (XBOX)

👉 https://t.co/Ruacqa2wm9
• R$ 99,99 à vista
• Frete Grátis Prime

Experimente o Amazon Prime de graça por 30 dias: https://t.co/6p3jI0g0pT https://t.co/DPM5htFS6Q"
3991,CuponeandoPRnet,2023-01-30 23:32:47+00:00,0,Make (formerly Integromat),"8 Muñecos de Juguete a solo $11 ""clipeando"" el cupón y usando el código EEKCQ3LR en Amazon Prime:👉🏼   https://t.co/ec16wbTSdS (Reg.$29) ¡Tiene 62% ahorro! 👀 Oferta por tiempo limitado. #AmazonInfluencer (Exp.022823) https://t.co/VxtpYVUee9"
3992,toumorocorn,2023-01-30 23:32:10+00:00,0,Twitter for iPhone,Amazon Original『ルパン三世VSキャッツ・アイ』PV第2弾解禁！2023年1月27日(金)よりPrime Videoにて “世界独... https://t.co/PWt68S8hBV @YouTubeより
3993,Nerea_rkroiip,2023-01-30 23:32:05+00:00,9,Twitter for Android,"@LadyReahOfi Reahhh, enhorabuena mami pollo, te mereces eso y masss. Ya hay que empezar a hablar con Amazon Prime o algo ehhhhh puajajjaj https://t.co/5fOrjsBCQt"
3994,nacho_uncharted,2023-01-30 23:32:03+00:00,0,Twitter for iPhone,Me acabo de enterar que Netflix está produciendo la serie de Horizon Zero Dawn y Amazon Prime Video la de God of War
3995,DealsUnlimited8,2023-01-30 23:31:52+00:00,0,DealsUnlimitedUSA,"PETLIBRO Automatic Cat Feeder, 5G WiFi Pet Feeder with APP Control for Pet Dry Food,Stainless Steel Bowl, Low Food &amp; Blockage Sensor, 1-10 M...

💥 Now: $ 69.99
📉 Average: $ 99.99

📦 #AmazonPrime

👉 🔗https://t.co/eT9JYVfe7e 👈 
#ad https://t.co/uUiFuXIOUn"
3996,GethUnit666,2023-01-30 23:31:49+00:00,0,Twitter for Android,"@splatinem @Wario64 Nice, after scamazon tried to give me a box of paper instead of a $1400 VR Headset they sold to me directly, I canceled Prime and my Amazon Store Card."
3997,com18769910,2023-01-30 23:31:09+00:00,0,Botbird tweets,"このマスクはいいよ本気で😆
amazonで割り引きされてやすく買えた😆
https://t.co/aipVroVhNZ

primeの商品でamazon倉庫だから早く届いた⭐

またまたコロナが流行ってきてる😰

今年もまたマスク生活確定ですわ😰"
3998,DealsUnlimited8,2023-01-30 23:30:41+00:00,0,DealsUnlimitedUSA,"Amazon Brand - Solimo Variety Pack Light Roast Coffee Pods, Hazelnut and French Vanilla Flavored, Compatible with Keurig 2.0 K-Cup Brewers

💥 Now: $ 26.93
📉 Average: $ 34.63

📦 #AmazonPrime

👉 🔗https://t.co/xTXn2CUVa0 👈 
#ad https://t.co/OW5JDNX8MU"
3999,ApparelCama,2023-01-30 23:30:38+00:00,0,Revive Social App,Amazon axes free grocery delivery on some Prime orders https://t.co/B8D6D3pzh3 #news #fox #foxnews #goodnews #breaking #bbc #cnn #tech #bitcoin #media #newssource #story #slots #onlinecasino #poker #blackjack
4000,TshirtPainter,2023-01-30 23:30:30+00:00,0,TweetDeck,"#HalfMoonBay #California  Surfing T-Shirt #AmazonPrime #Amazon shirts hoodies tanks  Click on brand name TheTshirtPainter for all shirt designs  https://t.co/saWz1i8ijB
California-Tank/dp/B09886JZD7   https://t.co/dDXbEtxCMf"
4001,MrOnlineDealz,2023-01-30 23:30:25+00:00,0,LETSGOTWITTER!,"DEALLL!!!!!

Give the reward of Amazon Prime for those who have it all!

https://t.co/TgAXQRGbDQ https://t.co/kYuMVIZtY1"
4002,TheDukeOfDeals,2023-01-30 23:30:21+00:00,0,PS5RESTOCK2022,"DEALLL!!!!!

Give the reward of Amazon Prime for those who have it all!

https://t.co/8kUnOsEmMJ https://t.co/HQBJUBsJSO"
4003,pluggrr,2023-01-30 23:30:03+00:00,0,Pluggrr,"DEALLL!!!!!

Give the reward of Amazon Prime for those who have it all!

https://t.co/t70vUNgK1W https://t.co/0aElS90b14"
