,User,Date Created,Number of Likes,Source of Tweet,Tweet
1086,earpiestearp,2023-01-31 23:41:18+00:00,1,Twitter for iPhone,@RealistIslander Avatrice please 😭 #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION
1087,Chirimbolo16,2023-01-31 23:41:16+00:00,0,Twitter Web App,Lo que me esta doliendo ver Record of Ragnarok en Netflix y no poder sacar captura de Buddha
1088,QueenTalkSwan2,2023-01-31 23:41:15+00:00,1,Twitter for iPhone,"Tomorrow is Alba Batista day and we can do better and gain some leverage for rest days! That bed scene script is SO close!

#SaveWarriorNun 
#WarriorNun 

NETFLIX REVERSE YOUR DECISION"
1089,lucieandsea,2023-01-31 23:41:15+00:00,0,Twitter for iPhone,@SnyderQueen_ @netflix @netflix please 🙏
1090,TonyaA6,2023-01-31 23:41:14+00:00,13,Twitter for Android,"@ruemcclammyhand I agree 100%. 
It's funny, too, because most of the folks she helped on her Netflix series were white. https://t.co/ESfHaXQIWc"
1091,Pinkpenguin350,2023-01-31 23:41:14+00:00,9,Twitter for Android,"One of my fave scenes. So fucking cool
That's trust baby 🫡
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/1cUf0xXKOh"
1092,hellgirlsad,2023-01-31 23:41:14+00:00,0,Twitter for iPhone,"@kritisanon No one is interested in remakes anymore. The original is way better, it has Allu Arjun. Everyone has already seen it on Netflix"
1093,RobertMoy7,2023-01-31 23:41:12+00:00,0,Twitter for iPad,Just finished watching EAT THE RICH on Netflix.  Why none of the politicians on the congressional bullshit hearing never did a thing to Vlad the Thief and Kennyboy when they found them guilty.  Is it because all of them got paid paid more by Vlad the Thief and Kennyboy? https://t.co/mGVLVptKXc
1094,RyukaChan21,2023-01-31 23:41:12+00:00,0,Twitter Web App,"Espero que #DamianWayne si sea interpretado por un adolescente real de 14 años y no apliquen el efecto Netflix.
#batman #JamesGunn #Batman #DCUniverse #TheBraveAndTheBold"
1095,LoreCatugal,2023-01-31 23:41:12+00:00,1,Twitter for Android,"@reagomyeggoo NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/qQYMEyBKn0"
1096,AkitoYori,2023-01-31 23:41:11+00:00,0,Twitter for Android,"Muy buenas noches, ya por fin en casa. Acá comenzando a mirar en #Netflix: #RecordofRagnarok."
1097,strawhatwoofy,2023-01-31 23:41:10+00:00,1,Twitter for iPhone,i hope netflix adds more one piece episodes considering theyre making a live action version they should 😭😭 add more arcs!??
1098,JackL0ngman,2023-01-31 23:41:08+00:00,0,Twitter for iPhone,"@SippinSocialTea Them: “What do you do?”

Me: “I work in social media”

Them: “Oh I hate social media. Have you seen that documentary on Netflix? 
DID YOU CAUSE BREXIT?!”"
1099,JasminObiwan,2023-01-31 23:41:08+00:00,0,Twitter for Android,"😔😔😔 we need more! We DEMAND more @netflix 

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun https://t.co/swDL9GhnAg"
1100,ZebesianQuo,2023-01-31 23:41:05+00:00,1,Twitter for iPhone,"I’m sorry but that’s dumb as hell, and will not make me want to use Netflix even more."
1101,isnotmine24,2023-01-31 23:41:02+00:00,0,Twitter for iPhone,"@avanunice @Sarah_Hyland NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
1102,FlixbossCA,2023-01-31 23:41:01+00:00,0,Flixboss Canada,"#Netflix movie of the day: The Blue Elephant 2 (2019, IMDb 8.0)
When a former criminal psychiatrist discovers that a patient holds a secret that threatens his fa...
Link: https://t.co/XQ7dxObNSF
#WhatToWatch #NetflixCanada #NetflixCan #movies"
1103,neidejosepaixao,2023-01-31 23:41:00+00:00,2,Twitter Web App,"We are getting good at this

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun 

More info here
👉🏻 https://t.co/PAYC78OZJ0

Warrior Nun Petition
👉🏻 https://t.co/V2Uajx1t3b

Donate if you can
👉🏻 https://t.co/jkYN8HgAYs"
1104,epicstreamanime,2023-01-31 23:41:00+00:00,0,Buffer,"Netflix have created an anime short with the help of AI art, with a view to helping overcome the industry's labour shortage:
https://t.co/OYE80iknDo"
1105,very_liv,2023-01-31 23:40:59+00:00,0,Twitter for iPhone,please use the right hashtag 😞 #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION https://t.co/OwIbwtgijl
1106,garby41s,2023-01-31 23:40:59+00:00,0,Twitter for iPhone,Interesting #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION
1107,horadoepisodio,2023-01-31 23:40:58+00:00,1,Twitter for iPhone,A Netflix confirmou que o live-action de “One Piece” estreia esse ano! https://t.co/i0xXn5BO87
1108,desboc4d4,2023-01-31 23:40:57+00:00,1,Twitter for Android,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun 
#WarriorNun"
1109,justacrab1,2023-01-31 23:40:57+00:00,8,Twitter Web App,The Netflix show Wednesday and its consequences have been a disaster for goths who just want to go outside without people thinking that they're only dressing like that because of something to do with pop-culture.
1110,AnnaC6,2023-01-31 23:40:56+00:00,0,Twitter for iPhone,"@netflix make the right decision and either give over rights or renew Warrior Nun! 

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
1111,hinataaaz_,2023-01-31 23:40:56+00:00,0,Twitter for iPhone,"@haizwelch católicos sem tempo irmão 

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
1112,firedehole,2023-01-31 23:40:56+00:00,0,Twitter Web App,"Anime &gt; western media.
West has some great shows/movies that I love but lately East has been thriving. A LOT of anime is just dumb fan service yes, but then you have something like Vinland Saga. Fuck anyone who laughs at you for liking anime and then wastes time watching netflix. https://t.co/UGNMUYbW5M"
1113,Zereptina,2023-01-31 23:40:56+00:00,0,Twitter Web App,"@regstacks How do you make amends for a crime that severe? The accident was one horrible event, but not checking up (by some means) on the paralyzed, lonely orphan girl whose whole world you destroyed? You'd need an act of God to make that right #SaveWarriorNun NETFLIX REVERSE YOUR DECISION"
1114,sophie_2k_,2023-01-31 23:40:54+00:00,1,Twitter for iPhone,"@PsyScience1 Boots (since it’s winter)

NETFLIX REVERSE YOUR DECISION
 #SaveWarriorNun #WarriorNun https://t.co/bj6TJGPq95"
1115,dawgs4ever,2023-01-31 23:40:53+00:00,1,Twitter Web App,@Real_JoeNathan Uhhh..  Doordash the food and netflix?
1116,jandean64,2023-01-31 23:40:52+00:00,0,Twitter for Android,"Watched Pamela Andersons new Netflix documentary. What a wonderful, beautiful and down to earth and intelligent woman she is. She deserves the world."
1117,igrPadua,2023-01-31 23:40:52+00:00,2,Twitter Web App,"@meeelzinho quando era tudo na Netflix eu curtia pagar pela praticidade 
hoje em dia nao dá mais, stremio reizinho"
1118,bout_wanna,2023-01-31 23:40:50+00:00,0,Twitter Web App,🚀 #青柳尊哉 #NETFLIX #青柳尊哉の徒然なるままに https://t.co/m5oBg4zqSE
1119,cine_planete,2023-01-31 23:40:49+00:00,3,Twitter for iPhone,"Et vous la série En Place sur #netflix vous en avez pensé quoi ? 

#critique #Netflix #YouTube 

Lien vidéo : https://t.co/YlEApma1Jr https://t.co/HMJlNHGFgQ"
1120,Jr717_daKid,2023-01-31 23:40:45+00:00,0,Twitter for iPhone,#YouPeople on Netflix was corny &amp; hilarious. Jonah Hill &amp; Lauren London is a random duo tho
1121,whr_dara,2023-01-31 23:40:45+00:00,0,Twitter for Android,"@avanunice NETFLIX REVERSE YOUR DECISION
#SaveWarrionNun"
1122,mxmeiyun,2023-01-31 23:40:44+00:00,7,Twitter Web App,"@Tiffany7117 A few shots from my time at sea 🌊

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/nv0RAuMZio"
1123,CarlaMarquez98,2023-01-31 23:40:40+00:00,0,Twitter for Android,"Me he terminado hoy una serie de fantasmas de Netflix que ha terminado con final abierto y me la van a cancelar en 0, 
Y mira que ha estado guapa para lo que me esperaba"
1124,zuu_mecha,2023-01-31 23:40:40+00:00,5,Twitter for Android,@netflix NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun https://t.co/kkvPbWA6g8
1125,___mumi0602,2023-01-31 23:40:39+00:00,1,Twitter for iPhone,"仕事育児家事の合間をぬってNetflix、アマプラで映画・ドラマを観る日々☃️
オススメ教えて欲しいです🧐✨
最近観て好きだったのは
『コーダ　あいのうた』
『ジョー・ブラックをよろしく』
『ザ・グローリー輝かしき復讐』
『ザ・ファビュラス』😋

#映画好きと繋がりたい"
1126,Keiluxa,2023-01-31 23:40:35+00:00,2,Twitter for iPhone,"“Smiley”, é uma produção espanhola divertida e muito especial. A série é uma comédia romântica LGBTQIAP+ que aposta nas conexões e no cotidiano das relações. Confira nossa review: https://t.co/tVhUE0KkOg

#smiley #smileynetflix #netflix #pride"
1127,lucieandsea,2023-01-31 23:40:34+00:00,5,Twitter for iPhone,@SnyderQueen_ @netflix #SellZSJLtoNetflix #SellZSJLtoNetflix this is what we need ! We want to see Henry back as Superman . We want Henry back !
1128,gunceldizipal3,2023-01-31 23:40:34+00:00,0,Twitter Web App,"?Efsaneler Ölmez Şekil Değiştirir

Değişen ara yüzü ile 
GÜNCEL DİZİPAL LİNKİ 
https://t.co/l0j2XTpAU3

Herkese keyifli seyirler dilerim 
#diziap #dizipal #dizipalguncel #guncellink #EXXEN #Netflix #blutv #DisneyPlus https://t.co/98riTb3nkq"
1129,ilucky101,2023-01-31 23:40:34+00:00,1,Twitter Web App,"@Hannah101__ i see you!
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/wLwRWJxzM2"
1130,BellamyJ_,2023-01-31 23:40:33+00:00,11,Twitter Web App,"Guess I got 31 days of @netflix left and not a single day more.

You drunk if you think I'm paying for my own account lol."
1131,caiperdhana,2023-01-31 23:40:32+00:00,0,Twitter for iPhone,"@netflix explain this. 

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun 
#WarriorNun"
1132,m_c_jp,2023-01-31 23:40:32+00:00,1,Jetpack.com,"#チ・チャンウク が謎の魔術師に！ 魅惑的な映像とストーリーに引き込まれる
#アンナラスマナラ －魔法の旋律－ #ファン・イニョプ #チェ・ソンウン #Netflix https://t.co/IxUgwMAt6H"
1133,elindachata,2023-01-31 23:40:31+00:00,6,Twitter for Android,"Toda vez que alguém fala bem de the last of us eu fico TRISTE de lembrar que foi a Netflix que comprou os direitos de the witcher e não a HBO. 

Podia ser eu feliz agora.
Tanta história com potencial jogada no lixo."
1134,desboc4d4,2023-01-31 23:40:31+00:00,0,Twitter for Android,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun 
#WarriorNun"
1135,bamwaycapreava,2023-01-31 23:40:30+00:00,0,Twitter Web App,"Archaeopteryx
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
1136,QuadryianCephu1,2023-01-31 23:40:30+00:00,1,Twitter for iPhone,"I just made a TV 📺 logo for upcoming Japanese animated series, “Hamilton: the Wilderness
Prince of Kenya” (『ケニアの荒野の王子 ハミルトン』) is coming soon on Netflix and produced by Toei Animation. 🇯🇵🇰🇪👑🐆💪🩲 https://t.co/aIXJAsc358"
1137,LoreCatugal,2023-01-31 23:40:25+00:00,1,Twitter for Android,"@HaziEmilie NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/mYPa7NL10c"
1138,Pazthor,2023-01-31 23:40:24+00:00,0,Twitter Web App,"Alguien sabe cuando comienza la matanza de Netflix en Mx?
https://t.co/MkAWAyTNtL"
1139,Jefrhythm,2023-01-31 23:40:24+00:00,0,Twitter for Android,"Pagi² jadi mikir, di loker admin sony, netflix, gerindra, primevideo, dkk ada persyaratan semacam ""pngoleksi meme, hobi nyitpost, psatir handal"" gak ya.."
1140,thatalyperson,2023-01-31 23:40:22+00:00,0,Twitter for iPhone,"@sarajoronne technically not a single line but still well loved

#SaveWarriorNun #WarriorNun
NETFLIX REVERSE YOUR DECISION"
1141,GavinAXYZ,2023-01-31 23:40:20+00:00,0,Twitter for iPad,@EntStrategyGuy It pulled in half the viewership of the main series according to the internal Netflix numbers. Not great but I’m not sure I’d call it a flat out bomb. As bad as Blood Origin did it still outdrew the majority of new Netflix releases in 2022. There has got to be some value in that?
1142,Brandon61908043,2023-01-31 23:40:19+00:00,0,Twitter Web App,😎😎😎 #Art #ジョジョ #ジョジョの奇妙な冒険 #SBR_animation #StoneOcean  #Netflix #StoneOcean https://t.co/24sycuxldr
1143,froshawty,2023-01-31 23:40:19+00:00,1,Twitter for iPhone,I'll never forgive Netflix for canceling this show smh 😭
1144,KennyLauderdale,2023-01-31 23:40:18+00:00,0,Twitter for iPhone,😳😳😳😳 One of my favorite movie series coming BACK??? I’m here for it. Honestly a #netflix #hulu #hbomax series would have been DOPE too
1145,Mutiny32,2023-01-31 23:40:18+00:00,2,Twitter for Android,Road House is on Netflix.
1146,GrieveChervonne,2023-01-31 23:40:16+00:00,0,Twitter Web App,"@OfficialJLD @netflix It was great! My husband &amp; I watched it last night in Dublin, Ireland! We thoroughly enjoyed it 👏"
1147,little_sacar,2023-01-31 23:40:15+00:00,1,Twitter Web App,"babes lets do this right

NUNS STREAM NETFLIX INTO SUBMISSION 
#SaveWarriorNun #WarriorNun"
1148,ruben_milan_,2023-01-31 23:40:14+00:00,1,Twitter for iPhone,uygulamalı bir şekilde “mansplaining” nedir ve nasıl yapılır    netflix yazarları feyz alsın
1149,Kniraven,2023-01-31 23:40:13+00:00,0,Twitter Web App,"Yo, let me turn you guys on to #Lookism from Netflix.
Show had me in tears, empathizing with these characters. Had to binge it in one sitting. 
#anime https://t.co/JnReBD0eZq"
1150,powerren,2023-01-31 23:40:13+00:00,0,Twitter for iPhone,@OfficialJLD @netflix Loved it!
1151,pezoutlaw,2023-01-31 23:40:11+00:00,4,Twitter Web App,The Pez Outlaw Movie is on Netflix Now.
1152,sapphicboghag,2023-01-31 23:40:11+00:00,0,Twitter for Android,"@Tiffany7117 ń̶̙̽̀̀ơ̷̮̬͓̭̦͆̍ ̸̪͇͊͆̈́̊́̇ẉ̷̞̰͚̃͛̑͑ẹ̴͍̈́͆̀͘ ̷͍̥͓̎́̋̚͝͠m̵̛̲̩̫̦̼̖̀̒͆̊̚ṵ̶̑̓͜s̸̪̾ť̶̞̩̑͛̄̚ ̶̹̎͌s̸̮̤̜̈̓͑̐̀h̸̤̰̪̬͋ŗ̴̡̨̫̀̔̋̔̈́i̷̡̻͛̋̈̂̓̀v̴̢̢̱̤͎͍̔͝ȅ̴̡̠̩͖̙͋̐̃̋̚l̴̬͂͑ ̶̨͓̬̭̏̍͋͋̄ȧ̵̗̠̤̊̕͜w̴͙̯̓̉͋̎̕ã̴̳̻͔̟͇͛͝ỳ̶̢͔̩̮̙̞
NETFLIX REVERSE YOUR DECISION #savewarriornun #warriornun"
1153,AckijL,2023-01-31 23:40:10+00:00,4,Twitter for Android,@OfficialJLD @netflix I've watched it 5 times. I ❤️ this movie! https://t.co/nDz5crE5rc
1154,serfur08,2023-01-31 23:40:08+00:00,0,Twitter Web App,"Yo cacho q la @LDarinkka y la @aeternapluvia esten de vacaciones, pero rájense con títulos de Netflix y Amazon Prime Me encuentro con sequía ..."
1155,adrixn,2023-01-31 23:40:07+00:00,1,Twitter Web App,"@ScarletYPunto White Noise (Netflix) dir Noah Baumbach
Cha Cha Real Smooth (Apple Tv) dir Cooper Raiff"
1156,whr_dara,2023-01-31 23:40:06+00:00,0,Twitter for Android,"@avanunice @netflix NETFLIX REVERSE YOUR DECISION
#SaveWarrionNun"
1157,KennethKessner,2023-01-31 23:40:06+00:00,1,Twitter for iPhone,@TheSingingNurse @Sachinettiyil Google says Amazon &amp; Netflix carry it.
1158,garby41s,2023-01-31 23:40:05+00:00,0,Twitter for iPhone,@WnSavior @netflix Data!!!! NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
1159,zZzpainter,2023-01-31 23:40:05+00:00,0,Twitter for Android,Sam mandando o Castiel assistir Netflix pra passar o tempo KKWKKSKS
1160,malik_tous,2023-01-31 23:40:05+00:00,3,Twitter for Android,"@MindyNL79 P.S. you have a lot of followers,  and not everyone has Netflix, and everyone SHOULD watch this, it's available on YouTube as well, once you tell them you're not scared and old enough, and has English subtitles to turn on."
1161,sheesh_eesh3,2023-01-31 23:40:04+00:00,120,Twitter for iPhone,"⁦@netflix⁩ it’s not that hard. I’ll make it easy for you. Here’s the answer: you can’t get it wrong. 
NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun https://t.co/80ySEfWVIZ"
1162,knowknewz,2023-01-31 23:40:04+00:00,6,Hootsuite Inc.,"A record 367 critics voted in the IndieWire Critics Survey for Sundance 2023. The films with the most support were Chloe Domont’s “Fair Play,” which was on the online Sundance streaming platform and sold for a reported $20 million to Netflix,... https://t.co/sk8VQowI3X"
1163,hiydami,2023-01-31 23:40:03+00:00,2,Twitter for Android,"to lembrando agora das presepadas da época de ic mds as tretas na tml com quem defendia a sonsa da sooah, a gente em SURTO pq a netflix não soltava de jeito nenhum o último ep"
1164,user1313qn,2023-01-31 23:40:00+00:00,0,SocialChamp IO ,"Scheduled Q:
Be a rank holder or be a backbencher?

 #SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION"
1165,annasaezz,2023-01-31 23:40:00+00:00,0,Twitter for iPhone,"@jauregaysthetic Let’s get it!! 
NETFLIX REVERSE YOUR DECISION #savewarriornun"
1166,iamIraGreen,2023-01-31 23:40:00+00:00,1,SocialChamp IO ,"[Scheduled]

7% of all American adults believe that chocolate milk comes from brown cows. That works out to 16.4 million people.

#SaveWarriorNun #WarriorNun

NETFLIX REVERSE YOUR DECISION"
1167,bamwaycapreava,2023-01-31 23:40:00+00:00,0,Twitter Web App,"Archaeotherium
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
1168,Keithsgayjacket,2023-01-31 23:39:58+00:00,0,Twitter for iPhone,I watched Voltron in 2023 because Netflix recommended it and now I have 3 red &amp; blue couples to cry over
1169,girlypoptart,2023-01-31 23:39:58+00:00,0,Twitter for iPhone,@netflix i just need you to steal the whole plot at this point i promise you no one will say anything i can even make the changing from novel to tvshow scenario and change every harry potter-ish words like PLEASE 😭😭😭
1170,Andyrrawr,2023-01-31 23:39:57+00:00,0,Twitter for Android,"@netflix RENEW WARRIOR NUN! 

#SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION https://t.co/MpRpy1pTMY"
1171,runmeoverKty,2023-01-31 23:39:57+00:00,0,Twitter for iPhone,"Ew I literally would hate that, I need seasons

NETFLIX REVERSE YOUR DECISION 
#warriornun #savewarriornun"
1172,_eneideG,2023-01-31 23:39:56+00:00,0,Twitter for Android,"solo quiero llegar a casa, comer, ver Netflix y dormir"
1173,kaoruxsama,2023-01-31 23:39:55+00:00,0,Twitter Web App,"@Capt_MBishop MOUAIS ! Plus de gay panic ! 
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun https://t.co/XZ453HFsrf"
1174,earpiestearp,2023-01-31 23:39:55+00:00,0,Twitter for iPhone,@feebeainthemood Yes it is 🥹 #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION
1175,giulswannacry,2023-01-31 23:39:55+00:00,1,Twitter for iPhone,"@goldndaffodils GO TO SLEEP

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
1176,NinaSonneveld,2023-01-31 23:39:53+00:00,2,Twitter Web App,@paulcliteur Daarom zie je steeds diezelfde lui aan die tafel. Zo krijgen ze nooit een weerwoord en kunnen ze hun gang gaan en worden ze ook nog aangemoedigd. Kijk daar allang niet meer naar. Jammer dat ik toch meebetaal aan die shit. Kijk wel naar Netflix lekker Vikings echte mannen met lef
1177,ohcherrypoppins,2023-01-31 23:39:51+00:00,2,Twitter for Android,Cunk on earth is now on netflix excuse me while I give myself an ounce of serotonin
1178,alexramseymedia,2023-01-31 23:39:51+00:00,0,Twitter for Android,"Absolutely loved Jamie Demetriou's Channel 4 comedy Stath Lets Flats, so very excited for this! 🤩 #netflix #tvcomedy"
1179,_thepiratequeen,2023-01-31 23:39:51+00:00,4,Twitter for Android,Faites en une série Netflix !! #RoyalRumbleAB
1180,jamir_,2023-01-31 23:39:49+00:00,0,Twitter for iPhone,@whoisjupa queria tanto na Netflix
1181,fatcutedog,2023-01-31 23:39:49+00:00,0,Twitter for iPhone,"@jauregaysthetic NETFLIX REVERSE YOUR DECISION !
#SaveWarriorNun
#WarriorNun 
We want Warrior Nun season 3 ! https://t.co/2QMcmlptDR"
1182,Kai_Archer_,2023-01-31 23:39:48+00:00,1,Twitter for iPhone,"@gordo_am @blasphemusdeus NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
1183,xohxnnxhxo,2023-01-31 23:39:48+00:00,0,Twitter for iPhone,"i bought the @youtooz figure of eddie, can he be revived now @netflix ? https://t.co/s8J7cMnPRA"
1184,Whitxxrvngxxr,2023-01-31 23:39:47+00:00,0,Twitter for iPhone,"Netflix SLAMS Woke Activists, Say They Only Cancel GARBAGE Shows | The B... https://t.co/amuMhHhd2R via @YouTube"
1185,aindaamostrokes,2023-01-31 23:39:46+00:00,0,Twitter for iPhone,@vivobr coloca o aplicativo do hbo max no aparelho igual tem o da netflix
1186,MLsangiovese,2023-01-31 23:39:46+00:00,1,Twitter for Android,"Stay strong everyone 🫂

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
1187,Sophie_WNfan,2023-01-31 23:39:45+00:00,13,Twitter for Android,"Hey @netflix Look at this. No one would cancel such a great show, right? RIGHT??? 
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/nFKEZYfcF5"
1188,EverwhoreEra,2023-01-31 23:39:44+00:00,0,Twitter for Android,@cardinalissilva @runmeoverKty @netflix TRUE FKN ICON !!! #SAVEWARRIORNUN
1189,chrome2279,2023-01-31 23:39:43+00:00,1,Twitter for iPhone,@gsing168 @SECGov Technical Madoff turned himself in to the DOJ … SEC didn’t do anything the whole time… so no… it didn’t take SEC 20 years… he would still be doing crime today if he didn’t turn himself in. Watch the Madoff mini series on Netflix. SEC Is lazy and stupid
1190,m_cingrosova,2023-01-31 23:39:43+00:00,1,Twitter for iPhone,"@avatrice_kty NETFLIX REVERSE YOUR DECISION
 #SaveWarriorNun"
1191,tiffytoes1989,2023-01-31 23:39:43+00:00,2,Twitter for iPhone,"@QuinnNoelle94 Eyebrow for a week. I have ADHD, I can’t remember to do anything for a year 😂 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
1192,desboc4d4,2023-01-31 23:39:43+00:00,1,Twitter for Android,"Não sei quantas vezes eu repeti essa cena 😋

""Just say when"" 🔥🔥🔥🔥 

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun 
#WarriorNun"
1193,Bradley80739344,2023-01-31 23:39:43+00:00,0,Twitter Web App,"🎮 #jojo_anime #SBR_animation #Netflix #八景島 
Source: https://t.co/VZWHUrBDW0 https://t.co/NrkoJyX3sP"
1194,anxiousbluewal,2023-01-31 23:39:42+00:00,0,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun"
1195,bennett_cully,2023-01-31 23:39:42+00:00,3,Twitter for Android,@AlicePaulina12 Doggy with Netflix on
1196,giancarloqui1,2023-01-31 23:39:42+00:00,0,Twitter for Android,@OfficialJLD @netflix Good movie Elaine!
1197,Veteran0617,2023-01-31 23:39:41+00:00,0,Twitter for Android,@tightpixienurse Lick then move to doggy followed by Netflix
1198,giulswannacry,2023-01-31 23:39:40+00:00,1,Twitter for iPhone,"@goldndaffodils i’m confused but sure yes 

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
1199,Vikarus_13,2023-01-31 23:39:38+00:00,7,Twitter for Android,Cada dia q passa eu penso q Netflix precisa urgentemente rever seu modelo de negócios e suas prioridades pq se não já já vai de americanas
1200,adobedownbad,2023-01-31 23:39:37+00:00,101,Twitter for iPhone,every time I get jealous of someone’s cool art achievement I have to remind myself that last year I got an animation mentorship at Netflix and did freelance character design for Nickelodeon… and I guess that’s kinda cool
1201,Warriornun111,2023-01-31 23:39:37+00:00,1,Twitter for iPhone,Open your eyes @netflix #SaveWarriorNun
1202,WarriorNun_88,2023-01-31 23:39:34+00:00,1,Twitter for Android,"NETFLIX REVERSE YOUR DECISION
HOLY WAR MOVEMENT
#SaveWarriorNun https://t.co/a74o8AgArJ"
1203,firedmaeng,2023-01-31 23:39:34+00:00,1,Twitter Web App,"@smithbies NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
1204,SkullyML,2023-01-31 23:39:32+00:00,0,Twitter for iPhone,"Well I’m pretty bored because of this Ice Storm continuously happening tomorrow as well, I might as well start watching some of Netflix’s shows starting with That 90’s Show. 
#Netflix #That90sShow"
1205,ViuvasDoMame,2023-01-31 23:39:32+00:00,1,Twitter for Android,@IzidioAlex @diegoRtorres @Velberan @NetflixBrasil @netflix 2 semanas? Em média as séries da Netflix repercutem por 5 dias e olhe lá haha
1206,edfhhgg,2023-01-31 23:39:30+00:00,0,Twitter for Android,"@reagomyeggoo my casting proposal for rebekah for season 3😉
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun 
#WarriorNun https://t.co/6Gtdnaxztb"
1207,gastonbarrosooo,2023-01-31 23:39:29+00:00,0,Twitter Web App,Netflix y el aire 👌
1208,AbhipraGroup,2023-01-31 23:39:27+00:00,0,Abhipra Market Updates,"#Netflix $NFLX chart suggests #Fibonacci based #Resistance Levels are 368.33,369.02,397.75
and #Support Levels are 347.45,342.28,335.36
Start #investing in #GlobalStocks at https://t.co/peLniHQjpl
#Investor #Trading #investing"
1209,ChrisPyller,2023-01-31 23:39:26+00:00,0,Twitter for iPhone,@WR4NYGov @j_roc_geo @BeyondMeat @ImpossibleFoods @plant_stock @freshjiva Check out the movie called “knives over forks” on Netflix or read “the china study” everything you need to know is there
1210,AbhipraGroup,2023-01-31 23:39:26+00:00,0,Abhipra Market Updates,"#Netflix $NFLX WeeklyChart-SMAandFibonacciSupport-Resistance
Stock trading below 200SMA
20SMA at 292.64, 50SMA at 266.33, 200SMA at 406.35 https://t.co/yc6IC2b36t"
1211,very_liv,2023-01-31 23:39:25+00:00,0,Twitter for iPhone,I need them back I need the whole crew back #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION
1212,Feitnys2,2023-01-31 23:39:24+00:00,2,Twitter for Android,"@_passarodecorda @Dexpatronum @netflix Ah!!!!! Más não pode mesmo! Nós somos poderosos! 

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
1213,saphirebluejn,2023-01-31 23:39:21+00:00,0,Twitter for Android,"Sambil nunggu renewal netflix, mau ngelanjutin partner for justice dulu di viu"
1214,chyikung,2023-01-31 23:39:21+00:00,1,Twitter for Android,"@QuinnNoelle94 I'd rather spend a year traveling for free. Freedom is very important for me. I don't wanna stuck in a place😇
#SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION"
1215,strawbearymoon,2023-01-31 23:39:20+00:00,0,Twitter for Android,Grabe magpuyat si mommy 2:30am gising pa at nanonood sa netflix 🤦🏻‍♀️
1216,wonderhys,2023-01-31 23:39:19+00:00,1,Twitter for iPhone,Apenas conteúdo de qualidade nos meus downloads da Netflix https://t.co/J7qfGxdwHv
1217,catharticway,2023-01-31 23:39:19+00:00,1,Twitter for iPhone,"@aby06__ Same bestie same 

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
